returns,signed_log_returns
-7.82937,-2.178083664392133
-13.9154,-2.7023942362460525
39.1804,3.6933793145388285
-3.39928,-1.4814408911706887
-7.99933,-2.19715013012065
2.02667,1.1074630052660717
-17.515,-2.918581214365576
23.6678,3.2054987494265235
-16.7991,-2.8791478942219957
22.8458,3.171608101197883
-10.4836,-2.4409199305828877
26.1595,3.301726893095414
-4.03211,-1.6158393792546006
-3.71275,-1.5502716017648845
-15.4394,-2.799680892611661
17.1276,2.8974356387288807
5.24393,1.8316097918280128
-17.7468,-2.93102307118454
-11.3349,-2.512432642935892
9.91506,2.390143487009245
-17.029,-2.8919815725600633
15.3254,2.792722177159409
-5.98503,-1.9437692876173827
-18.44,-2.967332799032293
-12.5366,-2.6053971281226236
8.97744,2.300326544392227
-15.355,-2.7945336609903473
40.0165,3.713974424771833
4.60404,1.7234877662080308
23.7338,3.2081707292517563
5.53041,1.876469728453604
-12.7895,-2.623907432989782
33.4835,3.5404809487645412
-4.97936,-1.7883135388237552
32.7982,3.5204075466330353
-7.60674,-2.152545617240811
-4.4535,-1.6962576043866606
-12.9774,-2.637441739537857
13.5062,2.6745761442444933
9.74638,2.37456895367657
-0.304865,-0.26609958714765275
-19.9431,-3.0418092365100846
-3.65856,-1.5387063875077012
-14.1225,-2.7161837009989322
11.5709,2.5313846190844127
8.31796,2.2319437206187027
-4.55857,-1.7153408809377748
3.66686,1.5404864686604378
5.16167,1.8183478446995116
18.3885,2.9646801067985216
27.0697,3.3346907027498816
-18.0795,-2.948614460226038
12.3631,2.592497177120471
-4.69423,-1.7394533814366124
-2.50739,-1.2548721711342048
8.07316,2.20532060477244
-1.08328,-0.7339435747525148
15.7631,2.819180042150646
-0.304865,-0.26609958714765275
22.9577,3.176289775317391
-13.1384,-2.6488944998934505
-13.1086,-2.6467845405309958
-14.5884,-2.746527047911922
-6.47427,-2.0114664556449364
-17.9699,-2.9428535124517423
15.2212,2.7863190286880406
-16.4668,-2.8603019362175375
-8.54976,-2.2565160232868005
53.3457,3.99536549360199
16.8317,2.8809777722542957
-12.0392,-2.5679602049232857
23.3539,3.1926920009747186
-6.54019,-2.020247380641369
-8.48295,-2.249495449294629
-0.304865,-0.26609958714765275
-14.4971,-2.7406529096462227
4.23653,1.6556590652321261
-7.09553,-2.0913120575002644
-4.26776,-1.661605224756673
-12.1378,-2.575493571337208
17.6413,2.925379549314821
-12.8934,-2.6314139072299807
6.73415,2.0456455878767787
-0.304865,-0.26609958714765275
3.617,1.529745143524852
-10.2802,-2.4230489764091834
-17.941,-2.9413288846746046
-12.839,-2.6274906932437934
1.2434,0.807992572228986
7.77708,2.1721437783001267
13.3134,2.661196161433532
3.91466,1.592222575214499
21.436,3.1106668116460905
-19.2602,-3.008658370440125
-14.3022,-2.7279966089111496
35.8904,3.607951354596695
-15.6213,-2.8106850053815915
-0.304865,-0.26609958714765275
-8.86944,-2.2894431142471
-20.251,-3.0564039530867237
-4.18552,-1.6458701259489017
24.8112,3.2508085062568575
18.7004,2.980638940106336
34.1643,3.5600313634051615
-15.5111,-2.804032881999703
15.5052,2.803675482771879
0.93494,0.6600763182490568
-0.304865,-0.26609958714765275
22.5889,3.1607762624044393
-5.67774,-1.8987796069510035
-11.3497,-2.5136317712809673
-10.9189,-2.4781253754997747
-17.1241,-2.897242544335466
13.8653,2.699029637881127
-4.78277,-1.7548828066403952
12.9596,2.636167443628584
-5.80657,-1.9178883222045864
4.75123,1.7494137449766045
-16.5965,-2.8677000186317474
-2.92444,-1.3672236658960675
6.53151,2.0190955529166064
12.6273,2.6120751336424015
-2.31955,-1.1998292315730525
-15.5651,-2.807298072558268
-0.304865,-0.26609958714765275
-20.3992,-3.063353538151467
-0.304865,-0.26609958714765275
16.468,2.8603706356233145
-4.49696,-1.704195212155668
-6.38713,-1.999739296875572
8.73586,2.275815975959817
-0.304865,-0.26609958714765275
-9.84981,-2.384147568312403
-0.983747,-0.6849874805700037
-0.304865,-0.26609958714765275
-6.59957,-2.028091666744268
-1.33015,-0.8459326431878585
-0.304865,-0.26609958714765275
-19.7442,-3.0322666895319608
-3.82883,-1.5746042022957518
-7.50494,-2.1406471711492197
-4.9931,-1.790608807470659
16.748,2.876272833516663
20.0335,3.046116404777933
-7.49637,-2.1396390134571512
-19.7021,-3.0302351444010562
25.3647,3.2720259941959045
-1.25563,-0.81342931309298
-1.52916,-0.9278872317997002
-13.9053,-2.701716854401482
16.9582,2.8880468351342725
-0.304865,-0.26609958714765275
16.8103,2.8797769416291032
3.4031,1.4823088383031258
-3.99084,-1.6076042322697461
-5.06976,-1.8033190655747395
-7.66286,-2.159044922094052
-15.52,-2.804571768092832
-8.80047,-2.2824303437101947
-12.6205,-2.6115760107670742
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-10.8794,-2.474805807608571
-0.371769,-0.3161011477813818
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
16.2266,2.846454700829708
-12.5391,-2.6055817955555693
-0.304865,-0.26609958714765275
28.4068,3.3812259401176523
-0.304865,-0.26609958714765275
9.8852,2.3874040684267617
-0.751569,-0.5605119576839029
10.211,2.4168954391714568
-0.304865,-0.26609958714765275
0.353409,0.30262659471260067
-0.304865,-0.26609958714765275
10.027,2.4003468107765413
-3.46391,-1.4960250635854457
-6.37807,-1.9985120867955104
14.3275,2.729648600654706
-0.304865,-0.26609958714765275
-16.61,-2.8684669225081145
-9.46089,-2.34764354105923
13.6917,2.6872827084731483
-0.304865,-0.26609958714765275
3.02388,1.3922466112792224
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
4.56974,1.7173483742141638
-18.9831,-2.9948869163402465
-5.81572,-1.9192317088710094
-10.4042,-2.4339817086027096
-15.9327,-2.829246663642067
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-4.55718,-1.715090785351378
26.5399,3.315635862211854
18.9509,2.9932742551002764
-0.304865,-0.26609958714765275
-8.78719,-2.281074387762957
-20.0922,-3.0489033038914255
-17.9957,-2.944212637763684
-0.304865,-0.26609958714765275
4.66263,1.7338884486030155
-17.2453,-2.9039075126142864
9.13895,2.316384442505477
-0.304865,-0.26609958714765275
-20.3668,-3.0618383154886546
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
18.8676,2.989090264165447
0.44324,0.36689058612838854
8.49022,2.250261794650286
-9.12288,-2.3147982083529324
7.69111,2.1623006641465996
-0.304865,-0.26609958714765275
14.9716,2.770812145060676
-16.7139,-2.874349642119114
-13.5391,-2.6768415719777705
3.55019,1.5151689903327663
8.83495,2.285942367944012
-0.304865,-0.26609958714765275
-18.937,-2.99257730186069
-10.976,-2.4829046471173273
-1.49399,-0.9138838376267107
-0.304865,-0.26609958714765275
6.99961,2.079392790491516
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-5.50413,-1.872437359745635
15.8588,2.824872775663469
-5.06076,-1.8018352047589818
-5.96303,-1.940614724438849
-0.304865,-0.26609958714765275
11.9821,2.5635714855549567
-2.76454,-1.3256256758326754
14.1106,2.715396484298392
-3.03407,-1.3947757918851855
12.0095,2.565679859810483
-7.54557,-2.145413020018663
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
8.83255,2.285698310487608
-3.13034,-1.4183597280396754
-1.21032,-0.793137301427768
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
2.80552,1.3364526442626747
-10.6599,-2.4561556045562383
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
0.0945891,0.0903790417025836
-0.304865,-0.26609958714765275
3.99614,1.608665614288645
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-3.18617,-1.4317862347615316
-0.304865,-0.26609958714765275
1.92914,1.0747088645865508
-0.304865,-0.26609958714765275
3.58785,1.5234115047483574
-0.304865,-0.26609958714765275
-8.31669,-2.2318074154021343
2.09135,1.12860788870349
-8.52743,-2.2541750065859096
-13.2297,-2.655331329658867
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-18.4715,-2.9689518580190217
14.8502,2.7631821185402097
11.6771,2.5397972162271256
-0.304865,-0.26609958714765275
-6.6588,-2.035855313516913
-4.76348,-1.7515414589392633
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-2.44414,-1.236674236145783
7.62563,2.1547380037281396
-8.36289,-2.236754003516491
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-12.4882,-2.601815229144821
8.13834,2.2124787497152667
3.86127,1.5812997206475234
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-8.54275,-2.255781703879347
-11.1356,-2.496143281713988
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
6.60728,2.0291056835407297
-0.304865,-0.26609958714765275
-15.4917,-2.802857224041317
13.6343,2.6833680884567137
-0.304865,-0.26609958714765275
1.42993,0.8878624503531773
0.0128962,0.012813752099272673
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-4.84375,-1.76537271405486
-0.878972,-0.630724818776925
-0.304865,-0.26609958714765275
-15.0886,-2.7781109466530842
-0.304865,-0.26609958714765275
17.0988,2.8958456377314064
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
7.24646,2.1097840173516516
16.4988,2.862132307149769
13.4543,2.6709919481456046
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
12.8825,2.630629054133625
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-14.8359,-2.7622795144980055
-2.87856,-1.355463950727288
-0.304865,-0.26609958714765275
-2.16809,-1.1531288826395578
19.5221,3.0215023542475583
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
13.2842,2.659154031314381
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-5.14214,-1.8151732156370697
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
1.86255,1.0517128359767156
-0.304865,-0.26609958714765275
-4.69613,-1.7397869968829411
-7.83502,-2.178723369492923
-0.304865,-0.26609958714765275
18.2984,2.960022190919912
-0.304865,-0.26609958714765275
39.038,3.6898290031495242
0.103943,0.09888831608722418
-7.49164,-2.1390821501020874
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-6.39338,-2.000585005226977
-0.304865,-0.26609958714765275
-13.2591,-2.6573952993899144
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-13.6594,-2.6850817679265377
-16.7895,-2.878608395605425
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-5.0794,-1.8049060068979421
-0.304865,-0.26609958714765275
-19.913,-3.0403709751723715
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
7.59676,2.151385388087495
-7.53752,-2.144470567500314
-0.304865,-0.26609958714765275
12.7557,2.621453283666898
-0.165666,-0.153292597494178
-14.7928,-2.759554139969321
-2.84043,-1.3455843394971032
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.680017,-0.5188039124115894
-0.304865,-0.26609958714765275
-10.4957,-2.4419730524028136
-1.26969,-0.8196432582909641
-0.304865,-0.26609958714765275
12.9775,2.637448893918663
11.5546,2.5300871322852077
-0.304865,-0.26609958714765275
-11.2294,-2.5038428888063264
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-5.04993,-1.8000467017278803
12.6372,2.6128013527504064
-17.9423,-2.9413975164992086
-13.2942,-2.6598538605846085
2.69264,1.3063416493965971
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
1.5641,0.941607539857945
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-15.8646,-2.8252167504736714
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
4.86329,1.768710879491227
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-9.41923,-2.343653137241584
-0.304865,-0.26609958714765275
-14.9745,-2.7709937008692394
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-4.60979,-1.7245132856788867
-15.6824,-2.814354271472249
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
7.78327,2.172848775667079
29.1211,3.4052259228491617
-5.87922,-1.9285052734251276
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
18.4885,2.969824548012806
-0.304865,-0.26609958714765275
-6.32426,-1.991192125909089
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
6.48962,2.0135180619296826
-0.304865,-0.26609958714765275
18.2319,2.9565703586720575
-18.3149,-2.9608768187815184
4.82779,1.76263785473935
4.45979,1.6974103274786883
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-17.7968,-2.933686642582109
19.6764,3.02899295324842
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
19.472,3.0190580988574878
-15.7934,-2.820985952077772
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
11.6711,2.539323809822564
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
13.5928,2.6805282563905677
-0.304865,-0.26609958714765275
-12.4996,-2.6026600553757877
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-6.60956,-2.029405351542373
-18.4841,-2.969598748347467
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
11.2902,2.508802196838536
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-8.68827,-2.2709158753917578
-0.304865,-0.26609958714765275
-1.67545,-0.9841175904989146
-0.304865,-0.26609958714765275
-6.44585,-2.0076568302032918
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
13.5337,2.676470090726422
-12.3828,-2.593970300370208
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-18.7793,-2.9846359362862476
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
2.72115,1.3140327602961437
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-14.0962,-2.7144430565211484
-0.304865,-0.26609958714765275
-3.39581,-1.4806518144972158
-0.304865,-0.26609958714765275
-5.8943,-1.930694983248833
-17.9104,-2.9397120352758392
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-19.682,-3.0292637567627834
-0.304865,-0.26609958714765275
-13.3785,-2.6657340353082626
9.68603,2.3689372809432054
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
8.68046,2.270109420820572
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
7.50823,2.1410339303529438
-0.304865,-0.26609958714765275
1.94803,1.0811371506660845
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
10.4643,2.4392378590599546
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
0.782536,0.5780370694558066
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
12.6589,2.6143913238137806
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-5.82192,-1.9201409571613508
-0.409867,-0.3434953736999425
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-16.5246,-2.8636056081237933
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-8.1825,-2.2172994987116854
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-5.56331,-1.8814950488724913
-0.304865,-0.26609958714765275
