profit_loss
-95660.9
-325.376
105928
-325.376
-325.376
-310.818
-310.818
-325.376
-325.376
-325.376
-325.376
-310.818
-126710
-310.818
174661
-325.376
-325.376
-325.376
-44170.2
-310.818
-325.376
-325.376
-325.376
-310.818
-325.376
-325.376
-325.376
-325.376
146253
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
