profit_loss
296645
-149992
-105009
-201563
-95974.3
-66380.2
-157089
-50405.8
-30932
-120964
-144461
-124479
-114500
766956
-175663
-201276
1.1317e+06
-102095
-96127.2
-145945
121060
-49290.4
643814
-174525
127150
-54573
-95022.9
-68704.5
-178360
-34203.6
-98764.8
-67771.1
79552.8
688065
-170902
297870
-166480
-45750.9
-61175.2
-165199
-44881.8
-188275
-62936.3
450963
295385
196754
295009
-65328.2
-109787
-169916
-134095
-43844.6
-87251
-167694
-31261
-161569
445663
-34849.5
-134993
-40654.4
-43478.3
468180
-65567.7
-191865
-46499
-184325
-167390
334524
-202355
-118712
-200107
302834
-149860
-88298.7
16235.3
-101103
-117856
-55600.9
-46140.4
680767
-72284.9
-122072
-104013
-63673.4
-90770.7
-39196.7
-100920
-34668.9
-205153
123099
631723
-121986
366195
-140919
378672
-146894
-162434
-46242.4
-181436
-140156
546435
-55668.8
-73376.6
446251
-31792.4
-44297.9
619354
-96019
448512
-146876
59213.7
-43029.4
298994
193226
375592
-78767.4
-146052
-86503.4
-152417
-37777
513154
-79334.3
-178060
-168094
-103935
-183681
-184636
-156230
336455
-121502
-104278
-131722
251085
-31047.3
390011
-72566.9
180729
-106923
-138082
-76323.9
-198304
-173441
-189171
-105150
-117438
-163939
-198816
-50379.3
-100076
-60844.2
-159041
-61097.1
-39602
-104639
-47664.9
-161751
-136241
-44118
636127
-32289
80759.3
-194481
-50067.8
77416
-176226
-124076
-73113.3
-54220.2
-55205.6
-82850.1
-58535.6
318099
-105186
-33133.4
418401
-31770.5
-42029.5
-168361
-26352.2
-39938.3
158682
-120294
3059.1
198505
-175742
134631
-42770.8
-198679
-102438
-197934
235599
654608
-40871.8
-170293
-130874
79881.3
-46114.3
-39352.8
81681
-124259
-74888.1
-90602.2
-173123
-177263
-174079
-58380.3
-72662.3
-111248
-173553
-197987
-132063
-74253.4
15602.7
-106541
-178717
-133107
-107017
-169027
-145278
536673
-101520
456033
341243
-146785
-108620
-152172
-143700
-150697
-48665.7
-100599
303640
-115422
103597
110460
-83066
-57509.1
-7101.2
235907
-81469.7
-175542
-59328.1
-39777
-182351
-63403.5
107232
21630
296209
-163815
-54008.2
-98973.4
-143226
-48089.6
-64303.7
-123375
-142788
148582
-50277.4
-121780
157126
-122755
-46178.6
-90556.1
-137399
-325.376
-53036.8
-46674.9
518010
-114565
-150081
345322
-77160.4
-105485
302019
-198175
-72311.5
48143
654511
-178032
-91639.5
111787
-112731
170402
-31642.8
-190035
-144521
-124785
-138098
-39087.5
-55640.5
352510
88580.8
-11568.5
-166766
17772
250399
-165414
200120
-179756
-98807.3
-48370.1
207957
-53659.3
-77289.2
-87092.8
-325.376
289556
279298
-166078
190661
-94893
-74275
-165753
3865.52
45564.2
-174278
-60036.9
44646.5
-63639.3
-146851
8741
-82266.3
-44369.5
-58771.5
-156279
-43221.7
-188905
1244.33
-201024
-140158
-310.818
-146061
-132091
-198148
100997
8965.51
191921
-103514
-81486.5
-80404.8
-210069
-170177
-167139
-112694
-199106
-81890.7
-156053
-212901
181321
188863
30925.5
-95675.9
-45969.8
274692
-325.376
260613
-100386
281873
-172365
-46083.5
-55139.8
507541
-185303
-132943
-124917
39534.7
185371
50548.2
154808
-36796.3
-7401.83
-29608.8
-130817
-50179.7
461078
127745
66047.2
-72265.1
-119972
-157605
64570.9
71446.4
161031
132763
-143011
-193746
-34202.7
-76394.5
-325.376
-71636.6
-170468
-111722
-167738
-143201
22380.3
-126421
-325.376
-325.376
-60723
-139217
-46602.6
-325.376
172354
69478.5
-65332.3
181398
-186379
-162438
-97924.5
281522
13908
30222.1
122611
-48438.3
-58334.6
153190
-176171
-325.376
-83226.8
128360
-15709.9
-70294.5
-69379.5
-121922
-116295
-147334
-56814.9
-325.376
-325.376
245132
-198125
236480
-38709
-325.376
198745
112365
-325.376
-325.376
-188585
-116169
-106171
-325.376
44763.3
-178586
-325.376
-325.376
-45198.7
-92954.3
-34821.1
-168608
-325.376
-325.376
-52809.7
152812
-21332.3
108970
-165484
-325.376
28467
-194107
-87402.3
-325.376
-92672.2
-27176.2
-325.376
-325.376
37211.9
-56050.1
-198390
49356.9
264484
200877
-325.376
281927
-76255
31267.6
-141424
-73399
317558
250004
-68856.4
-325.376
-141493
-325.376
231363
-325.376
154291
-325.376
-325.376
-325.376
-325.376
-75282.5
-325.376
-325.376
-325.376
-194549
-165370
174358
143900
-137721
285272
-91357
-49166.7
-325.376
-325.376
-2898.16
228989
-181827
-119937
-103185
-325.376
-325.376
4060.7
-73820.3
302064
122635
181807
142189
181981
-174698
-325.376
285263
174790
120305
-325.376
63686.4
-325.376
-325.376
-142657
-82952.2
-325.376
-325.376
-156675
-325.376
-23864.7
-193862
88122.9
-325.376
74740.8
-117667
-53888.4
-325.376
-325.376
-161821
113332
-325.376
-155757
-325.376
-325.376
-325.376
2448.61
-325.376
-325.376
-202622
27768.7
-91125
-325.376
39046.6
-38305.7
-325.376
-164544
-325.376
-325.376
-325.376
-10783.8
-325.376
-325.376
-325.376
-218042
-325.376
-107015
-325.376
134830
-325.376
-325.376
137312
-325.376
-124230
200097
18645.6
-325.376
-325.376
-325.376
-325.376
88535.5
-325.376
-187937
-325.376
46965.8
-325.376
36102.2
-325.376
-798.917
-325.376
-170794
131919
-49217.7
-325.376
-120258
-325.376
-325.376
39296.2
-68575.6
-325.376
-325.376
-310.818
84125.7
-325.376
-325.376
-184666
-325.376
-325.376
-163462
-325.376
168295
-325.376
-325.376
-325.376
22265.9
-325.376
37113.9
-325.376
92297.8
-325.376
-325.376
336390
-325.376
-325.376
-325.376
-325.376
-325.376
156875
-325.376
-325.376
194789
177372
-325.376
-325.376
-13296.2
-325.376
131555
-325.376
-46021.4
152989
-325.376
-325.376
138768
-310.818
-325.376
-123512
-325.376
-310.818
-87958.1
-325.376
186867
-325.376
-325.376
-325.376
198904
-325.376
-325.376
95180.3
183286
-171681
-177908
-107901
-325.376
-325.376
-44810.5
-325.376
137688
109675
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-7602.12
-51631.7
-182079
-325.376
-325.376
-146038
-325.376
-325.376
-161439
-325.376
12459.3
-325.376
-325.376
-325.376
-310.818
-325.376
-325.376
169688
205172
-325.376
49477.2
-325.376
-325.376
93193.1
-325.376
70559.9
-325.376
-325.376
-325.376
-126686
-325.376
-325.376
-325.376
-325.376
-64944
-325.376
-325.376
-325.376
-325.376
-325.376
-177344
-148251
-325.376
94990.9
27278.7
-325.376
72487
-325.376
-4745.34
-325.376
-325.376
-325.376
-325.376
-325.376
-310.818
-325.376
-310.818
-325.376
-325.376
-325.376
-325.376
-325.376
-70074.2
-325.376
186362
-325.376
-325.376
13767.5
-201786
-168874
-325.376
119440
-310.818
124588
-325.376
-325.376
186373
163405
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-310.818
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
49863.9
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-56335.2
-310.818
-325.376
-325.376
-325.376
-325.376
-310.818
-325.376
-310.818
-325.376
-325.376
-325.376
135451
-325.376
146958
-310.818
-310.818
-195721
-325.376
-325.376
54512.3
-325.376
-325.376
-325.376
-325.376
-68798.9
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
126062
-325.376
-325.376
-161839
-325.376
-325.376
-325.376
116076
-325.376
-325.376
-325.376
87963.5
-325.376
-310.818
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
15978.3
-325.376
91170.8
-325.376
-325.376
-325.376
-325.376
24730.3
-325.376
-325.376
-325.376
-325.376
-325.376
-165050
-175803
-58687.6
58055.4
-325.376
-310.818
-310.818
-325.376
112285
-325.376
-325.376
141681
-4843.07
-325.376
-325.376
-310.818
-325.376
-325.376
-56361.7
1414.27
-325.376
-325.376
-325.376
-325.376
-310.818
-325.376
-325.376
-325.376
-325.376
-325.376
-112192
-325.376
-325.376
-325.376
152526
-325.376
178587
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
46133.5
-325.376
-325.376
-310.818
-325.376
-325.376
-325.376
-164332
-325.376
-325.376
-325.376
-325.376
-325.376
-191395
56569.1
-325.376
-325.376
155719
-325.376
-325.376
-310.818
-76463.2
-325.376
-325.376
-310.818
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
195230
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
-310.818
-325.376
-310.818
-325.376
-325.376
-325.376
-325.376
-325.376
25631.6
-325.376
-325.376
-325.376
-325.376
-325.376
-325.376
8490.3
-310.818
-325.376
