Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,annual_mu_AAPL,annual_sigma_AAPL,Local_return_mean_AAPL,Local_return_variance_AAPL,date_index,USA_CPI,log_Close_GC=F,Unemployement_Rate
0.0272774362753951,0.0273192018797894,0.0279348296822317,0.0291470459887838,0.2264514982907383,0.2865735367311804,0.3202216017044462,0.4429668601202534,0.039798336853897,0.0,0.0652337454628573,0.0125985950491746,0.1403508771929824
0.0261634865723502,0.0265859650826005,0.0271081114549039,0.0276639383636573,0.2149421756255269,0.2833851987635994,0.3205511159504507,0.4090806241557697,0.0383636035646426,0.0004418912947414,0.0652337454628573,0.0033099105820887,0.1403508771929824
0.0250285741862522,0.0252033617657473,0.0251367894227225,0.0268330380200566,0.2791935308152927,0.2682469720051826,0.3203036188273394,0.4014317618504649,0.0388397613374381,0.0008837825894829,0.0652337454628573,0.0105738046946993,0.1403508771929824
0.0290534359460956,0.0277800955739937,0.0260800635832627,0.0255077150912416,0.4064532845991749,0.2641664485617891,0.3207581240266497,0.393268478584332,0.0393335844998183,0.0013256738842244,0.0652337454628573,0.0323450602706565,0.1403508771929824
0.0282652905163508,0.0284190602713947,0.028941729167976,0.0293889956264875,0.2047158542725651,0.292017941190566,0.3271878335331956,0.4479428909810649,0.052893841999966,0.0017675651789659,0.0652337454628573,0.024663443963844,0.1403508771929824
0.0282127374336566,0.0270992472448169,0.0279348401655597,0.027853298628371,0.2221886989491206,0.3041311092805419,0.3241645768892147,0.4440178910471518,0.0531150683614078,0.0022094564737074,0.0652337454628573,0.0245682713550781,0.1403508771929824
0.0254699437884278,0.0261460691314455,0.0260482737456646,0.0279795257579922,0.3168190754185311,0.292448365971458,0.3227876932914606,0.4987836183060249,0.0414298267503196,0.0026513477684489,0.0652337454628573,0.0258050584242604,0.1403508771929824
0.0260479212434747,0.0253604739418447,0.0265040171452298,0.02629659290592,0.1821691084456074,0.2901755182151958,0.3235967754402746,0.4699207995166943,0.0468841086757421,0.0030932390631904,0.0652337454628573,0.0215172550340233,0.1403508771929824
0.0229057720743351,0.0237368912179341,0.0236847342246834,0.0254025165409643,0.3209397552757442,0.2958995900736066,0.3236619375364492,0.4839758810889366,0.0470148798404872,0.0035351303579319,0.0652337454628573,0.0251392905993082,0.1403508771929824
0.0221701708560687,0.0208982936540647,0.0204415407248374,0.0222365094476045,0.457818092948891,0.2893595460400316,0.3260787516925021,0.4901598568032502,0.0446994632108416,0.0039770216526734,0.0652337454628573,0.013465004728153,0.1403508771929824
0.0200789325301452,0.0210240106578748,0.0210350853718008,0.021984090959524,0.3714816839588521,0.2949200358154554,0.3251297199875699,0.4512530198608803,0.041998892744623,0.0044189129474149,0.0652337454628573,0.0117313344600915,0.1403508771929824
0.0209721663828468,0.0201755515316979,0.0193922760165563,0.0210689806234332,0.3943731284247802,0.2919359412252573,0.3259353800773977,0.4277708526539684,0.0450993209084949,0.0048608042421564,0.0652337454628573,0.0261853527747624,0.1403508771929824
0.0184920760525786,0.0204478717308882,0.0195830325962809,0.0220681975240926,0.3043455387928284,0.279139305510284,0.3225963433135813,0.387026712539181,0.0334291782750419,0.0053026955368979,0.0652337454628573,0.0,0.1403508771929824
0.0153919853177829,0.0175883193695404,0.0162232432486033,0.0187970156209507,0.7101359262941658,0.2413880745791232,0.3201886695476691,0.328020814570941,0.034028859429142,0.0057445868316394,0.0652337454628573,0.0149075512312688,0.1403508771929824
0.0167581436874379,0.0153363028230086,0.0159688872588785,0.0170825341580772,0.3264706373097017,0.2270139991071797,0.3244478652237918,0.2728930042205676,0.0385503362724093,0.0061864781263809,0.0652337454628573,0.0298856421555565,0.1403508771929824
0.016653055264481,0.0157029094310398,0.0169015696070888,0.0172087549767985,0.2102530178306952,0.228413733192357,0.324709590811473,0.3166753210778775,0.0415171233123181,0.0066283694211224,0.0652337454628573,0.023139271283683,0.1403508771929824
0.0181032684043131,0.0168865352116399,0.0176964749163028,0.0170720129613545,0.2092165663422194,0.230353487654202,0.3246415333047434,0.2985078403292041,0.0392313258371423,0.0070702607158638,0.0652337454628573,0.0179782829660291,0.1403508771929824
0.0174937360344884,0.0170436354145605,0.0184913587341124,0.0188916671905962,0.0593472514896536,0.2434172896424568,0.3255315018799776,0.3331050096684709,0.0427777040381266,0.0075121520106053,0.0652337454628573,0.0254246228754711,0.1403508771929824
0.0162221803106557,0.0156714766874893,0.0166153974918476,0.0174085874369313,0.1624726042119582,0.2263117105421574,0.323786482470049,0.3270584125090383,0.0427086154187832,0.0079540433053468,0.0652337454628573,0.0190316776968399,0.1403508771929824
0.018239893999616,0.0174940767320432,0.0173361362886655,0.0167459611854957,0.1956626075588328,0.2185091990427779,0.3245443478421466,0.3003446769539614,0.0422075841274284,0.0083959346000883,0.0652337454628573,0.0257099917989612,0.1403508771929824
0.0167476401678717,0.0167294231754347,0.0176752892433833,0.0184499277110615,0.1507701246784399,0.2409358985168788,0.3256190172364853,0.3453391946084825,0.0479050099129944,0.0088378258948298,0.0652337454628573,0.0090285127203168,0.1403508771929824
0.0145828151064741,0.014980156000966,0.0151739763722857,0.0167985357616994,0.2740332587075175,0.2453641181683168,0.3244156018864554,0.3382858683777021,0.0485612196485126,0.0092797171895713,0.0652337454628573,0.0092218754425932,0.1403508771929824
0.0146774088810806,0.0132413987328234,0.0121851561103349,0.0121704878041981,0.4839704336509102,0.2381699275334501,0.3261595630589441,0.3208678781146544,0.0508475976253473,0.0097216084843128,0.144945865734294,0.0234251609725782,0.1228070175438596
