Zero_Return_Penalty_Param,Return Mean,Neg_Return_Penalty_Param,Return Variance
18,0.00347109,85,0.00159081
18,0.00357394,86,0.00140224
18,0.00157618,87,0.00123986
18,0.00110425,88,0.00175915
18,0.00196018,89,0.00131862
18,3.61499e-05,90,0.00127592
18,0.00220625,91,0.00100112
18,-0.0021226,92,0.00167275
18,0.0039691,93,0.0012194
18,-0.00116483,94,0.00113665
18,0.00123794,95,0.00114605
18,-0.00340479,96,0.00197554
18,-0.000340287,97,0.00153265
18,0.00432585,98,0.00125997
18,0.00509668,99,0.00128842
18,0.00271195,100,0.00134338
19,0.00271671,0,0.00126657
19,0.000493196,1,0.00116468
19,-0.000283314,2,0.0020218
19,0.0014699,3,0.000852094
19,-0.00172417,4,0.00106517
19,0.00322682,5,0.00099762
19,-0.00172955,6,0.00108467
19,0.00018074,7,0.000872193
19,-0.00420397,8,0.00114753
19,-0.000213277,9,0.00182969
19,0.00181247,10,0.00134664
19,-0.000353144,11,0.00140078
19,-0.000784719,12,0.000916827
19,0.00101626,13,0.0013057
19,-0.000198675,14,0.000657787
19,0.0013798,15,0.00114307
19,-0.00111123,16,0.00122777
19,0.00167333,17,0.00117223
19,0.00139815,18,0.00130964
19,0.000390088,19,0.0010365
19,0.000807444,20,0.0013863
19,0.00110703,21,0.000946927
19,0.00141209,22,0.00120744
19,-0.00228467,23,0.00149124
19,3.72282e-05,24,0.00115411
19,0.00222214,25,0.00171754
19,0.002889,26,0.00138703
19,-0.00213984,27,0.00140486
19,0.00223188,28,0.00188284
19,-0.00104959,29,0.00130067
19,-0.000972811,30,0.00134617
19,0.00254998,31,0.00153663
19,-0.0015897,32,0.00122962
19,0.00108305,33,0.00149904
19,0.00035003,34,0.00133987
19,0.00103487,35,0.0013535
19,0.000851067,36,0.00100611
19,0.00224955,37,0.00154013
19,0.00155658,38,0.00111345
19,-0.00257193,39,0.00111657
19,0.00376546,40,0.00135216
19,0.00287281,41,0.00106369
19,-0.000165722,42,0.00134173
19,0.00177968,43,0.000865939
19,-0.00410283,44,0.00193731
19,-0.00130516,45,0.00188034
19,0.000541507,46,0.00192388
19,0.00117942,47,0.00146728
19,-0.00180285,48,0.0014701
19,-0.00364278,49,0.000952344
19,0.00439071,50,0.000928096
19,0.000688795,51,0.0015299
19,-0.000479045,52,0.000686072
19,0.000510989,53,0.00100464
19,-3.80106e-06,54,0.00100029
19,-0.0025634,55,0.0012911
19,-0.00128232,56,0.000956017
19,-0.000276235,57,0.00143835
19,-0.00239412,58,0.00133751
19,0.00141633,59,0.00163326
19,-0.00357412,60,0.00127043
19,0.00256748,61,0.0015396
19,0.000738105,62,0.00150034
19,-0.0020798,63,0.00147583
19,-0.00225912,64,0.00236519
19,-0.00319625,65,0.00134403
19,0.000656254,66,0.00156336
19,-0.0036945,67,0.00150766
19,-0.000896322,68,0.00139269
19,-0.000696043,69,0.00145975
19,0.000624888,70,0.00131351
19,0.00106658,71,0.00168108
19,0.00211575,72,0.0013698
19,9.26565e-05,73,0.00131193
19,0.00504941,74,0.0019921
19,-0.00440634,75,0.00208721
19,0.00228891,76,0.00195654
19,-0.00489375,77,0.00165546
19,-0.00251834,78,0.00127497
19,0.000921151,79,0.0012672
19,0.000510514,80,0.000898017
19,6.22414e-05,81,0.00141295
19,-0.000689027,82,0.000708984
19,0.00300129,83,0.0010453
19,0.00234253,84,0.000882129
19,0.00257417,85,0.00120395
19,-0.000488982,86,0.000828775
19,0.00134462,87,0.00129915
19,0.00395644,88,0.00117652
19,-0.000440297,89,0.00072996
19,0.00182908,90,0.000791448
19,3.46349e-05,91,0.00063501
19,-0.00181414,92,0.00130876
19,0.00266566,93,0.00105953
19,0.00231033,94,0.00113571
19,-0.000752084,95,0.000931503
19,-0.000757709,96,0.00107115
19,0.00278944,97,0.000726795
19,0.00234312,98,0.000855582
19,0.00247821,99,0.00111266
19,0.00231883,100,0.000918321
20,-0.00261388,0,0.00108363
20,0.00118663,1,0.000853264
20,0.00444843,2,0.00141335
20,0.00168857,3,0.00109571
20,0.00303688,4,0.00101507
20,0.00308717,5,0.00136008
20,-0.00267858,6,0.000949697
20,0.000598968,7,0.0011049
20,0.00223779,8,0.00133273
20,0.00315929,9,0.00120097
20,0.00692073,10,0.0016221
20,0.00165471,11,0.00151204
20,-0.000551058,12,0.00120883
20,-0.00134823,13,0.00130822
20,0.000101048,14,0.00181324
20,0.00216036,15,0.00168258
20,-0.00103824,16,0.00110107
20,-1.00744e-05,17,0.00133443
20,0.00528633,18,0.00195275
20,0.000834081,19,0.000927946
20,0.00354377,20,0.0012203
20,0.000539265,21,0.000948559
20,-0.000309764,22,0.00143307
20,2.45334e-05,23,0.00175616
20,-0.00207034,24,0.00170834
20,0.004547,25,0.00117278
20,-0.000873484,26,0.00155429
20,0.000542579,27,0.0024345
20,0.00044326,28,0.00187617
20,-0.000190625,29,0.00207593
20,0.000373604,30,0.00254281
20,8.01473e-05,31,0.00119848
20,0.00177566,32,0.00118473
20,0.00112195,33,0.00105963
20,-0.00120845,34,0.00117452
20,0.000195823,35,0.000831528
20,0.000826496,36,0.00158013
20,0.00282684,37,0.00126
20,0.00401622,38,0.0013715
20,-0.000582023,39,0.00142083
20,0.0028222,40,0.000742918
20,0.000446583,41,0.00106848
20,0.00159897,42,0.001289
20,0.00117554,43,0.0012077
20,-0.0015755,44,0.000881028
20,0.00202779,45,0.000900696
20,0.00498628,46,0.00194926
20,0.00216164,47,0.00107429
20,0.00192416,48,0.000625891
20,0.000835633,49,0.000778612
20,-0.00413446,50,0.00121775
20,-0.000287578,51,0.00136077
20,-0.000221259,52,0.000763001
20,-0.00221334,53,0.00109989
20,-0.004291,54,0.000799929
20,-0.00101054,55,0.00098398
20,-0.00068133,56,0.000907863
20,0.000932641,57,0.000925005
20,0.00228116,58,0.00105036
20,-0.000340228,59,0.000970535
20,-0.000764659,60,0.00134761
20,-0.000121947,61,0.000786761
20,-0.00192522,62,0.000943747
20,0.00231172,63,0.00113691
20,-0.00063563,64,0.00126037
20,-0.000881208,65,0.00109809
20,-0.000871905,66,0.000856466
20,0.000726887,67,0.00120903
20,-0.00156356,68,0.00129926
20,0.00614882,69,0.00110201
20,-0.00101855,70,0.00110432
20,0.00103818,71,0.00135017
20,-0.00111199,72,0.0011391
20,0.00231107,73,0.0010721
20,0.00414578,74,0.000962405
20,-0.00014099,75,0.00111818
20,0.000653637,76,0.000839764
20,-0.000680199,77,0.000847444
20,0.0011272,78,0.001087
20,0.00401366,79,0.000755944
20,0.000699531,80,0.000861135
20,0.000655753,81,0.000645212
20,0.00320817,82,0.000831007
20,0.00225414,83,0.000880717
20,0.00185246,84,0.00069582
20,0.00115144,85,0.000557381
20,0.00111542,86,0.000723727
20,-0.000321688,87,0.000564619
20,-9.85645e-05,88,0.000774359
20,0.00138491,89,0.00101196
20,0.00233255,90,0.000725516
20,0.00186929,91,0.000875433
20,0.0059128,92,0.000841258
20,0.00267172,93,0.000507132
20,8.60679e-05,94,0.000793169
20,0.00407795,95,0.000804175
20,0.00387249,96,0.00097145
20,-0.00130316,97,0.000691448
20,0.0019742,98,0.000858373
20,0.00264249,99,0.00108218
20,-0.0016084,100,0.000681165
21,0.000905812,0,0.000750524
21,0.00134466,1,0.000691453
21,0.00161401,2,0.000806843
21,0.000995869,3,0.000624718
21,0.00337456,4,0.000694351
21,0.00100847,5,0.00077017
21,-0.000204271,6,0.000706497
21,0.00153267,7,0.000409393
21,-0.000122605,8,0.000857173
21,0.000755212,9,0.000624218
21,0.00306353,10,0.000664959
21,0.000668539,11,0.00045349
21,0.000223679,12,0.000741048
21,0.000146309,13,0.000688537
21,-0.00299972,14,0.000670201
21,0.00191669,15,0.000790881
21,-0.002037,16,0.000655689
21,0.000659115,17,0.000746605
21,-0.00107549,18,0.000807559
21,0.000514251,19,0.000730973
21,0.000667182,20,0.000638085
21,-0.000393279,21,0.00085624
21,0.0013234,22,0.000539208
21,0.00164271,23,0.0007665
21,-0.00181422,24,0.000516926
21,0.000808063,25,0.000602367
21,-0.000542798,26,0.000527065
21,0.000508129,27,0.000555209
21,0.00138204,28,0.000467173
21,0.000234058,29,0.000674547
21,0.00133119,30,0.000558199
21,0.000890025,31,0.000698949
21,-0.000501626,32,0.000595586
21,0.00187466,33,0.000561941
21,-0.000316311,34,0.000728023
21,0.00157125,35,0.000651196
21,0.00233553,36,0.000607874
21,-0.00248225,37,0.000700788
21,0.000295515,38,0.00041025
21,-0.000600023,39,0.000665987
21,-0.00174422,40,0.000499215
21,0.00168077,41,0.000359647
21,0.00100089,42,0.000638921
21,0.000667695,43,0.00042179
21,0.00132334,44,0.000452095
21,0.00113618,45,0.000599617
21,0.000645373,46,0.000547676
21,-0.00049888,47,0.000462466
21,0.000685445,48,0.000574568
21,-0.000650742,49,0.000613341
21,0.000994481,50,0.000550316
21,0.00108098,51,0.000663637
21,0.00212873,52,0.000618111
21,0.000376118,53,0.000466559
21,0.000114054,54,0.000352175
21,0.000446499,55,0.00047151
21,-0.00131905,56,0.000506725
21,0.000955467,57,0.000377834
21,-0.000314097,58,0.0003907
21,0.000670011,59,0.000321448
21,-0.000219681,60,0.000296992
21,-0.00211003,61,0.000639126
21,7.98765e-05,62,0.000267602
21,-0.000859005,63,0.000511096
21,0.000425816,64,0.000343822
21,-0.000532283,65,0.000341951
21,0.000984044,66,0.000452328
21,0.00312519,67,0.000454348
21,0.00132164,68,0.000375066
21,0.00058942,69,0.000433277
21,-0.00122063,70,0.00046954
21,0.000411299,71,0.000493095
21,-0.00162239,72,0.000483262
21,7.27443e-05,73,0.000479716
21,0.000658962,74,0.000561773
21,0.00168312,75,0.000458342
21,0.000978219,76,0.000508913
21,0.00109059,77,0.00035716
21,-0.000622207,78,0.00054672
21,0.00117157,79,0.000450917
21,-0.00075037,80,0.000423576
21,-0.000356472,81,0.00059706
21,0.00196289,82,0.000369763
21,-0.00235718,83,0.000585921
21,0.000626266,84,0.000679611
21,0.00210607,85,0.000607227
21,0.00147602,86,0.000410092
21,-0.000470171,87,0.000489294
21,-0.000844727,88,0.000565002
21,0.00121744,89,0.000480475
21,0.000344561,90,0.000521189
21,-0.000201296,91,0.000549937
21,-0.000556729,92,0.000537619
21,0.000658252,93,0.000517886
21,0.000591282,94,0.000516797
21,0.00136967,95,0.000364755
21,-0.000487032,96,0.000386561
21,-0.000433993,97,0.000487144
21,0.00260764,98,0.000494908
21,-0.00229909,99,0.000529011
21,0.00303536,100,0.000650173
22,0.000885459,0,0.000474848
22,-0.00219763,1,0.00071815
22,-5.02725e-05,2,0.000493012
22,-0.000708335,3,0.000535292
22,0.000936023,4,0.000490175
22,0.00250515,5,0.000479407
22,0.00204549,6,0.000711013
22,-0.00178654,7,0.000762229
22,-0.00146743,8,0.000740393
22,-3.81767e-05,9,0.000568182
22,0.00376289,10,0.000574864
22,0.00180783,11,0.000664854
22,-0.00212798,12,0.000654515
22,0.000938291,13,0.000498131
22,-0.000262935,14,0.000530121
22,0.000695762,15,0.000486656
22,-0.00162533,16,0.000650857
22,0.00149461,17,0.000712378
22,-0.000613035,18,0.000548445
22,0.000819924,19,0.000605939
22,0.00113884,20,0.000654776
22,-0.00172496,21,0.000634366
22,0.000694685,22,0.000576753
22,0.000880299,23,0.000508862
22,0.00127323,24,0.000570771
22,-0.00102045,25,0.000823728
22,0.000572257,26,0.000621078
22,-0.000945665,27,0.000539267
22,-0.000603986,28,0.00127116
22,-0.000500169,29,0.000840881
22,-0.000965782,30,0.00103676
22,-0.000385232,31,0.00105504
22,0.00161452,32,0.000823842
22,0.000642206,33,0.000869437
22,-0.000387018,34,0.000938069
22,0.000131909,35,0.00121025
22,0.00104498,36,0.00108538
22,0.000526247,37,0.000887349
22,-0.00214586,38,0.00105587
22,-0.00125156,39,0.00061648
22,-0.00162668,40,0.00104374
22,0.00114786,41,0.000698636
22,0.000667121,42,0.000638575
22,-0.00321048,43,0.00104167
22,0.00258824,44,0.00104013
22,-0.000469441,45,0.000813186
22,0.000729325,46,0.00128769
22,0.000132832,47,0.00103338
22,-0.00227831,48,0.00093241
22,0.000492078,49,0.00102079
22,0.00232141,50,0.00110897
22,-0.00404208,51,0.00141748
22,-0.00229695,52,0.00107351
22,0.000970189,53,0.00170014
22,0.00202448,54,0.0010384
22,0.00266726,55,0.00147746
22,-0.00125849,56,0.00122291
22,0.00313557,57,0.000793755
22,-0.00198723,58,0.0010053
22,-0.00326681,59,0.00148445
22,-0.00141069,60,0.00135007
22,-0.00011747,61,0.00113773
22,-0.000718343,62,0.00119942
22,0.00204474,63,0.00118163
22,-0.00359754,64,0.00189851
22,-1.25577e-05,65,0.00143885
22,7.77052e-06,66,0.00137745
22,0.00249294,67,0.00130097
22,-0.00272761,68,0.00172434
22,-0.00105231,69,0.00219629
22,-0.0023728,70,0.00135451
22,0.000854894,71,0.0023482
22,0.000784088,72,0.00232301
22,-0.000922352,73,0.00205494
22,0.0022246,74,0.00247482
22,0.00362022,75,0.00156568
22,0.00423732,76,0.00211838
22,-7.3025e-05,77,0.00177875
22,0.00463518,78,0.00157842
22,-0.00147478,79,0.00166091
22,0.00246025,80,0.00205737
22,0.00353783,81,0.000936963
22,0.00231898,82,0.0015967
22,0.00237581,83,0.00139292
22,-0.00213659,84,0.001329
22,-0.00457543,85,0.00127208
22,6.68621e-05,86,0.00121704
22,-0.00190966,87,0.00143951
22,-0.000805047,88,0.00134695
22,0.00296268,89,0.0010322
22,-0.000352842,90,0.00118231
22,-0.00121137,91,0.00105138
22,0.000506305,92,0.000853121
22,-0.00202152,93,0.00113267
22,0.000890033,94,0.00147427
22,-0.000870327,95,0.0018031
22,0.00143286,96,0.00120531
22,0.000203693,97,0.00114039
22,0.00127843,98,0.00123575
22,0.00248674,99,0.0013299
22,-0.00256802,100,0.00184299
23,-0.00157257,0,0.00173719
23,-0.00347159,1,0.00131071
23,-0.00144836,2,0.0016599
23,0.00199567,3,0.00140757
23,0.000890226,4,0.00140434
23,0.00101734,5,0.00121348
23,-0.0027956,6,0.00135129
23,0.000220035,7,0.00189997
23,-0.00204226,8,0.00235353
23,0.00093304,9,0.00159976
23,0.000540848,10,0.00262911
23,0.00569989,11,0.00230774
23,-0.00235508,12,0.00103401
23,-0.00444625,13,0.00186231
23,0.00084608,14,0.00142328
23,0.00269836,15,0.00156502
23,0.00044158,16,0.00156275
23,0.00420522,17,0.00191129
23,0.00192558,18,0.0013456
23,0.00300856,19,0.00115959
23,0.00323206,20,0.00123844
23,0.000321037,21,0.00129945
23,0.00492322,22,0.0011761
23,0.000312327,23,0.00185567
23,0.00179217,24,0.00184707
23,-0.00086802,25,0.00170171
23,-0.00153356,26,0.00373942
23,0.00251151,27,0.00352531
23,-0.00223473,28,0.00285447
23,-0.000638545,29,0.00317761
23,0.00370767,30,0.00251555
23,-0.00121372,31,0.00279582
23,0.000113389,32,0.0029222
23,0.000357533,33,0.00396978
23,-0.00339998,34,0.0032943
23,-0.00580233,35,0.00201468
23,0.00575308,36,0.00296085
23,-0.00154582,37,0.0029706
23,-3.87372e-05,38,0.00431657
23,-0.000782075,39,0.00315701
23,-0.000303577,40,0.00256323
23,-0.00315467,41,0.00256
23,-0.00116986,42,0.00285349
23,-0.00274003,43,0.00303418
23,-0.00409453,44,0.00359795
23,0.00288938,45,0.00218918
23,-0.0017878,46,0.00316215
23,-7.99492e-05,47,0.00219863
23,-0.00441559,48,0.002108
23,-0.000527686,49,0.00303573
23,-0.00815108,50,0.00272851
23,-0.00332605,51,0.00438616
23,-0.00212306,52,0.00438571
23,-0.0013336,53,0.00386348
23,0.00845887,54,0.00544328
23,-0.000923099,55,0.00479875
23,-0.00143531,56,0.00712541
23,-0.000289028,57,0.00525456
23,-0.00436736,58,0.011233
23,3.36948e-07,59,0.0115492
23,-0.0144032,60,0.017266
23,-0.0105726,61,0.0127913
23,0.00135974,62,0.00651557
23,0.00437766,63,0.00819871
23,0.00379282,64,0.00633437
23,-0.00539538,65,0.00923032
23,-0.00480057,66,0.00819792
23,-0.0174485,67,0.00638661
23,1.93886e-05,68,0.004991
23,0.00842076,69,0.00973163
23,0.00547017,70,0.0104696
23,0.00224846,71,0.00834887
23,-0.00218462,72,0.0097724
23,0.0114912,73,0.0106938
23,-0.00176526,74,0.01691
23,0.00536393,75,0.0198983
23,-0.00961299,76,0.0189417
23,0.0029665,77,0.0145901
23,-0.00892959,78,0.0244386
23,-0.00115086,79,0.0106686
23,-0.00609279,80,0.0160201
23,-0.00254524,81,0.0211257
23,-0.00490577,82,0.015697
23,-0.00733948,83,0.0168717
23,-0.00343891,84,0.0237594
23,0.00206603,85,0.0157764
23,-0.000392407,86,0.0118681
23,0.00577904,87,0.0129169
23,-0.000128849,88,0.0111301
23,-0.00295437,89,0.0108853
23,0.00831028,90,0.0106074
23,-0.0083674,91,0.0118146
23,-0.00489019,92,0.00688553
23,0.000516387,93,0.00680304
23,0.00866182,94,0.00621104
23,0.010916,95,0.00553027
23,-0.00412435,96,0.00680868
23,-0.0103285,97,0.006233
23,-0.00568163,98,0.00714718
23,0.00289443,99,0.00487909
23,0.00240431,100,0.00793356
24,-0.00242706,0,0.00578638
24,-0.00615862,1,0.0068319
24,0.00481742,2,0.00716886
24,0.00433371,3,0.00552045
24,-0.00551393,4,0.00536064
24,-0.00500761,5,0.00538631
24,0.00346711,6,0.00772604
24,0.00059788,7,0.0117654
24,-0.000600222,8,0.00982878
24,0.0111594,9,0.00613336
24,0.00051573,10,0.00827194
24,-0.00406887,11,0.00868011
24,0.00840345,12,0.0101524
24,0.00347564,13,0.0108864
24,-0.00520278,14,0.00795513
24,-0.00170882,15,0.0127545
24,-0.00319297,16,0.0100906
24,-0.00674109,17,0.0149132
24,0.00606157,18,0.00979993
24,-0.00377287,19,0.0112155
24,0.0163193,20,0.0116038
24,0.00944665,21,0.0112052
24,-0.00322581,22,0.00969148
24,0.0183032,23,0.0241905
24,-0.00348325,24,0.0509707
24,0.00557551,25,0.0620298
24,-0.000221361,26,0.0394373
24,0.00268735,27,0.0377287
24,0.00757062,28,0.034958
24,0.00153894,29,0.025252
24,-0.00269935,30,0.0165575
24,0.0191452,31,0.0198974
24,-0.00829708,32,0.0152087
24,0.00828905,33,0.0222983
24,-0.0224626,34,0.0426926
24,0.00507503,35,0.031716
24,0.00244126,36,0.0424262
24,-0.00266451,37,0.0421538
24,-0.00956794,38,0.0489584
24,-0.00789522,39,0.0373094
24,0.0127332,40,0.0487068
24,0.00482256,41,0.0454715
24,0.00487268,42,0.0317631
24,0.00889975,43,0.0468711
24,0.00192555,44,0.0510135
24,-0.0145007,45,0.0427959
24,0.00339039,46,0.0569862
24,0.00730582,47,0.0203194
24,0.0103558,48,0.0354654
24,-0.00219013,49,0.0374628
24,0.0173031,50,0.0385758
24,0.00582648,51,0.0870201
24,-0.0344072,52,0.0589168
24,0.00615199,53,0.0185614
24,0.000427145,54,0.0451894
24,0.00886887,55,0.0474493
24,-0.00844457,56,0.0693407
24,0.0106136,57,0.0611693
24,0.00668691,58,0.0578262
24,-0.00922481,59,0.0443168
24,-0.00476456,60,0.0644575
24,0.0110761,61,0.0358178
24,-0.00192414,62,0.0255602
24,0.0128727,63,0.0234598
24,-0.0105837,64,0.0222324
24,0.00922169,65,0.0253277
24,-0.00541683,66,0.023725
24,-0.00753165,67,0.0231879
24,-0.00106477,68,0.0156864
24,0.0128984,69,0.0266521
24,-0.0122563,70,0.0146516
24,0.00548593,71,0.0140423
24,-0.0107897,72,0.0121886
24,0.0152276,73,0.0269929
24,-0.0070599,74,0.0255084
24,0.0131619,75,0.0213119
24,0.00271853,76,0.0149227
24,-0.00182434,77,0.0145969
24,0.000214801,78,0.0164076
24,0.00670456,79,0.0152715
24,0.000584369,80,0.0116705
24,0.00605957,81,0.0136163
24,0.0101306,82,0.0203032
24,0.00760921,83,0.0153927
24,0.00687792,84,0.0117827
24,-8.85673e-05,85,0.00712704
24,0.000388409,86,0.00877026
24,0.00125684,87,0.0104702
24,0.00356869,88,0.0100968
24,0.000389622,89,0.00732637
24,-0.00238991,90,0.00805525
24,-0.00835294,91,0.00798805
24,0.00551248,92,0.0127721
24,0.00572269,93,0.0121582
24,-0.00317447,94,0.00882225
24,-0.00614248,95,0.00646782
24,0.00478474,96,0.0109602
24,0.00941094,97,0.00822827
24,-0.00768619,98,0.00833756
24,-0.00169991,99,0.00880963
24,-0.00337672,100,0.00739943
25,-0.00921984,0,0.00737433
25,0.0143802,1,0.00953772
25,0.00388168,2,0.00640254
25,0.0034968,3,0.00931568
25,-0.00567659,4,0.00779528
25,-0.000494807,5,0.00624406
25,-0.00127024,6,0.00774998
25,0.00247429,7,0.00881501
25,-0.00151538,8,0.00906468
25,-0.0092003,9,0.0182957
25,0.00700231,10,0.018306
25,0.00455359,11,0.0129569
25,0.00166296,12,0.0181736
25,0.00152268,13,0.0202116
25,0.00514457,14,0.0160276
25,0.000118045,15,0.0113319
25,0.00127579,16,0.00911793
25,0.00688475,17,0.00897817
25,0.00462399,18,0.00975869
25,-0.00244909,19,0.0113884
25,0.00273333,20,0.0128026
25,-0.00571941,21,0.00684328
25,0.00121453,22,0.00795598
25,0.00200856,23,0.00604248
25,0.00184917,24,0.0067105
25,0.00367028,25,0.00834858
25,-0.00494528,26,0.00830659
25,0.00136487,27,0.00825812
25,-0.00147192,28,0.00674188
25,0.0011906,29,0.00880082
25,0.0114567,30,0.00693862
25,0.00119924,31,0.00782278
25,0.00116471,32,0.00811041
25,0.00824346,33,0.00903756
25,0.00880083,34,0.0136242
25,-0.00617545,35,0.0141161
25,-0.00180086,36,0.013534
25,0.00772547,37,0.00869804
25,0.00403125,38,0.0118767
25,0.00384408,39,0.0157585
25,0.0107035,40,0.0223921
25,-0.00588744,41,0.0170392
25,0.00230047,42,0.0178091
25,0.00412835,43,0.00654793
25,0.00424685,44,0.0110924
25,-0.00585805,45,0.011227
25,-0.00245053,46,0.00986158
25,0.00438065,47,0.00693698
25,0.00451411,48,0.0159946
25,0.00843253,49,0.00891103
25,0.00599098,50,0.0114689
25,0.0110037,51,0.00895821
25,-0.00813774,52,0.0153456
25,-0.00241055,53,0.0079296
25,0.00383178,54,0.012573
25,-0.00503205,55,0.00888428
25,0.00102145,56,0.00947794
25,-0.00674953,57,0.0107776
25,-0.00753967,58,0.0127557
25,-0.0152258,59,0.0124011
25,0.0019843,60,0.00921757
25,-0.00139666,61,0.00781617
25,0.00321745,62,0.0116946
25,0.00826244,63,0.0143754
25,0.00260041,64,0.0148726
25,0.000755085,65,0.0120435
25,-0.00534784,66,0.0229341
25,0.00624313,67,0.0146098
25,-0.00421558,68,0.023355
25,-0.00188708,69,0.0183948
25,-0.00835785,70,0.0130924
25,-0.00912463,71,0.00844362
25,0.00050518,72,0.00715361
25,-0.00197263,73,0.00789717
25,-0.00443447,74,0.00826247
25,0.00237216,75,0.0107224
25,-0.00638967,76,0.0171703
25,0.0101377,77,0.013453
25,0.00815019,78,0.01572
25,-0.00263803,79,0.0123636
25,-0.012702,80,0.0166982
25,-0.00170046,81,0.0160317
25,-9.55546e-05,82,0.0174051
25,0.00223017,83,0.0197677
25,-0.00425703,84,0.0210197
25,-0.00592417,85,0.0219636
25,0.0107705,86,0.0254202
25,0.000735028,87,0.00925406
25,0.0105817,88,0.0138741
25,-0.000626832,89,0.00811179
25,-0.00612238,90,0.00873876
25,0.000674045,91,0.00929874
25,0.000431808,92,0.0130108
25,0.00776907,93,0.00893993
25,0.00501559,94,0.012848
25,-0.00225601,95,0.0103099
25,-8.51839e-05,96,0.0102539
25,-7.84954e-05,97,0.00998086
25,-0.00378006,98,0.00790316
25,-0.00951265,99,0.00621226
25,-0.00338881,100,0.00922954
26,0.00213513,0,0.00990139
26,-0.000996199,1,0.00935128
26,0.00576924,2,0.00789199
26,0.00500859,3,0.00621309
26,0.00353422,4,0.00619743
26,-0.00255531,5,0.00714674
26,0.00303236,6,0.0064718
26,0.00647999,7,0.00546981
26,-0.00570061,8,0.00650947
26,0.000676156,9,0.00379617
26,-0.00745315,10,0.00563106
26,0.00430459,11,0.00295751
26,0.00119049,12,0.00306602
26,0.00159978,13,0.00375391
26,0.00380779,14,0.00362049
26,0.00192247,15,0.00473671
26,0.00102807,16,0.00335409
26,0.000812008,17,0.00343007
26,0.002165,18,0.00415226
26,0.00204712,19,0.0028724
26,-0.000308663,20,0.00336035
26,-2.44342e-05,21,0.00414513
26,0.00140281,22,0.00394811
26,0.000924641,23,0.00425207
26,-0.00244847,24,0.00342024
26,-0.00193903,25,0.00316094
26,-0.00350255,26,0.00350971
26,0.00434167,27,0.00366413
26,0.00495746,28,0.0032146
26,0.000139016,29,0.00354302
26,0.000413972,30,0.0032783
26,-0.00280652,31,0.00420923
26,0.0052732,32,0.0024557
26,-0.00401096,33,0.00549112
26,0.00556564,34,0.00355287
26,0.00333688,35,0.00398768
26,-0.00457002,36,0.00423839
26,-0.00888306,37,0.00908783
26,-0.00477497,38,0.00458649
26,0.0118525,39,0.00642831
26,0.0087889,40,0.0075667
26,0.00496475,41,0.00785575
26,-0.000846022,42,0.00571408
26,0.00242883,43,0.0067895
26,-0.00754025,44,0.0104398
26,0.008069,45,0.0109888
26,-0.00029271,46,0.00845999
26,0.00238445,47,0.00929471
26,-0.00126708,48,0.0104952
26,0.00942059,49,0.0166905
26,-0.00880426,50,0.018832
26,-0.000501783,51,0.0197063
26,0.00591219,52,0.0201657
26,0.0120605,53,0.0160441
26,-0.00110936,54,0.0079309
26,0.00313473,55,0.0070898
26,0.000517301,56,0.00540751
26,0.0010393,57,0.0052877
26,-0.000323668,58,0.00594738
26,0.00217343,59,0.00396513
26,0.00263943,60,0.00726111
26,0.00489866,61,0.00487402
26,-0.00285433,62,0.00463931
26,-0.00126665,63,0.00446852
26,0.00523215,64,0.00408528
26,0.0064334,65,0.00301565
26,-0.00120295,66,0.00211601
26,-0.00103743,67,0.00181206
26,-0.00213412,68,0.0026203
26,0.000685429,69,0.00244002
26,-0.00120448,70,0.00238876
26,0.00156743,71,0.00211858
26,-0.00475413,72,0.00193574
26,0.00158226,73,0.00213369
26,-0.0043416,74,0.00169845
26,0.00162792,75,0.00253659
26,-0.000289268,76,0.00239975
26,0.00315578,77,0.00305325
26,0.000562821,78,0.0017396
26,0.00318099,79,0.00280235
26,0.000891597,80,0.00202104
26,-0.000959527,81,0.00241985
26,-0.00174153,82,0.00212277
26,0.00591149,83,0.00363091
26,0.000544527,84,0.00415101
26,0.00181891,85,0.00315616
26,0.000260784,86,0.00319308
26,0.000931755,87,0.00179974
26,0.00705393,88,0.00243101
26,0.00122901,89,0.00175186
26,-0.000594251,90,0.00193402
26,0.000368849,91,0.00201169
26,-0.00308333,92,0.00142007
26,-0.00137204,93,0.0020575
26,-0.00147144,94,0.00162926
26,-0.00467661,95,0.00183404
26,-0.00360616,96,0.00172917
26,-0.00166005,97,0.00248275
26,0.00458081,98,0.00246089
26,0.00055444,99,0.00141978
26,-0.00157394,100,0.00166167
27,0.00107859,0,0.00141205
27,-0.00271189,1,0.00230614
27,0.00348178,2,0.00134276
27,-0.00284478,3,0.00132205
27,0.00243368,4,0.00128847
27,0.00300905,5,0.00157353
27,0.000647644,6,0.00098808
27,0.00144121,7,0.00100144
27,0.00127241,8,0.00188259
27,-0.000177131,9,0.00168965
27,-0.00266131,10,0.00181026
27,0.00113317,11,0.00154347
27,7.50539e-05,12,0.0015619
27,0.0036049,13,0.00183767
27,0.00235426,14,0.00119797
27,-0.00113985,15,0.0019763
27,-0.00197456,16,0.00241203
27,0.00226445,17,0.00125867
27,0.00132567,18,0.0016277
27,-0.000654888,19,0.00151252
27,0.000640872,20,0.00183673
27,0.00563152,21,0.00143371
27,0.000338419,22,0.00178539
27,0.00133843,23,0.00179257
