Zero_Return_Penalty_Param,Return Mean,Neg_Return_Penalty_Param,Return Variance
1,-0.00224647,44,0.235229
1,0.0487886,45,0.201385
1,-0.0120124,46,0.332665
1,0.000337085,47,0.294272
1,-0.0423393,48,0.254287
1,-0.100819,49,4.91252
1,0.0945428,50,3.99432
1,0.0967342,51,4.11577
1,-0.00184507,52,0.06013
1,-0.00876795,53,0.053961
1,0.0295623,54,0.0471078
1,0.011572,55,0.0545474
1,-0.00465617,56,0.0466775
1,0.00358597,57,0.0646641
1,0.0329846,58,0.0671961
1,-0.00322283,59,0.0455665
1,-0.00322197,60,0.0233167
1,-0.00366766,61,0.0340498
1,-0.00112586,62,0.0459999
1,0.0123475,63,0.0427231
1,0.0037713,64,0.0122604
1,0.0108343,65,0.0156383
1,0.00245316,66,0.0141842
1,0.00277707,67,0.018081
1,1.47037e-05,68,0.0177003
1,-0.000487783,69,0.0115462
1,0.00554056,70,0.0149106
1,0.00524618,71,0.0126084
1,0.00140648,72,0.0119872
1,-0.00611078,73,0.013892
1,-0.0100005,74,0.0157956
1,0.0178126,75,0.0143507
1,-0.00128927,76,0.0141784
1,-0.00345208,77,0.0125243
1,-0.000249568,78,0.0114262
1,0.00597716,79,0.0142078
1,-0.00370325,80,0.0176802
1,0.00206988,81,0.0179406
1,0.00753767,82,0.0194157
1,-0.00289089,83,0.0129135
1,-0.00426407,84,0.0164081
1,0.00174471,85,0.00630145
1,-0.00215931,86,0.00790752
1,0.0017136,87,0.00618186
1,-0.000523061,88,0.0080738
1,-0.00675649,89,0.00677317
1,-0.0126582,90,0.00666407
1,0.00298823,91,0.00681915
1,0.000447952,92,0.00485884
1,0.00371753,93,0.00317669
1,-0.000712874,94,0.00293236
1,0.00724967,95,0.00415483
1,-0.00279722,96,0.0030808
1,0.00355524,97,0.00409586
1,0.00147564,98,0.00586588
1,0.00182602,99,0.00453019
1,0.00326675,100,0.00597428
2,0.00253136,0,0.0076609
2,0.000184452,1,0.00452656
2,0.00521597,2,0.00643326
2,0.0039463,3,0.00555651
2,-0.00167108,4,0.00625022
2,0.00179482,5,0.00616225
2,-0.00372423,6,0.00570929
2,0.00396246,7,0.0062359
2,0.0064395,8,0.00498505
2,-0.000892719,9,0.00659912
2,-0.00196829,10,0.00395052
2,-0.00421025,11,0.00752299
2,-0.0062603,12,0.00647746
2,-0.00244349,13,0.00576177
2,0.00131603,14,0.00414088
2,-0.00100988,15,0.00326433
2,0.00445315,16,0.00394663
2,0.00103666,17,0.00358959
2,-0.00131725,18,0.00316782
2,-0.00330731,19,0.00363391
2,-0.00474068,20,0.00361834
2,0.00122603,21,0.00326101
2,0.00344642,22,0.00385256
2,-0.011099,23,0.00348987
2,0.00584455,24,0.00368838
2,0.0072005,25,0.00378008
2,-0.00087366,26,0.00363866
2,-0.00231594,27,0.00455853
2,0.00274845,28,0.00465559
2,-0.00200186,29,0.00458447
2,-0.00139443,30,0.00445978
2,0.00371416,31,0.0069892
2,-0.00162997,32,0.00498158
2,-0.00410276,33,0.0059207
2,-0.000646373,34,0.00408959
2,-0.00751596,35,0.00413839
2,-0.000976427,36,0.00282717
2,-0.0036481,37,0.00466271
2,-0.00425146,38,0.00436262
2,-0.00815997,39,0.00438111
2,0.0041311,40,0.00537174
2,0.00129044,41,0.00499317
2,-0.00148821,42,0.00505405
2,0.00192734,43,0.0047375
2,-0.000296043,44,0.00494203
2,-0.00409082,45,0.00629689
2,-0.00204074,46,0.00383924
2,-0.00405019,47,0.00576251
2,-0.00294276,48,0.00788556
2,0.000886086,49,0.00425819
2,0.0117079,50,0.00617901
2,0.00194625,51,0.00433725
2,0.00331324,52,0.00587496
2,0.00777994,53,0.00563552
2,0.0022542,54,0.00586293
2,-0.00470065,55,0.00430356
2,-0.00591101,56,0.00542672
2,-0.0012378,57,0.00782013
2,0.00564823,58,0.00783867
2,0.00352228,59,0.0105267
2,-0.000875769,60,0.0172096
2,0.00278335,61,0.0145766
2,0.000989105,62,0.0115864
2,-0.00226237,63,0.012068
2,0.00156375,64,0.0140502
2,-0.0056068,65,0.0125674
2,0.00871111,66,0.0109234
2,0.00347787,67,0.00981903
2,0.0174226,68,0.0131512
2,0.00349828,69,0.0115004
2,0.00541906,70,0.00982247
2,-0.0118326,71,0.0135521
2,0.0057473,72,0.0125149
2,0.00727566,73,0.0110915
2,0.00451761,74,0.0125761
2,0.00159723,75,0.0179067
2,0.00502789,76,0.00719595
2,-0.000251883,77,0.0087638
2,0.000724939,78,0.00405595
2,0.00123222,79,0.00412467
2,0.00319337,80,0.00333308
2,0.00204597,81,0.00210146
2,0.00330119,82,0.00220827
2,-0.000497228,83,0.00271219
2,-0.000864547,84,0.00193105
2,-0.00333282,85,0.00386168
2,0.00265048,86,0.00323893
2,-0.00184492,87,0.00179468
2,0.000198176,88,0.00145442
2,-0.000243591,89,0.00200071
2,0.00155781,90,0.00161476
2,-0.000773026,91,0.00263045
2,0.004723,92,0.00146469
2,-0.00184676,93,0.00186308
2,-0.00252698,94,0.00140472
2,-0.00126469,95,0.0020198
2,-0.000431132,96,0.00204564
2,0.00180393,97,0.00113793
2,0.00154116,98,0.00156854
2,0.00451456,99,0.00192944
2,0.00168217,100,0.00169687
3,0.000275901,0,0.00218647
3,-0.00141512,1,0.00304423
3,0.0014946,2,0.00135178
3,-0.00183454,3,0.00149217
3,-0.00163921,4,0.00200176
3,-0.00262065,5,0.00395153
3,-0.0035588,6,0.00274138
3,-0.00084241,7,0.00379271
3,0.00353516,8,0.00279983
3,0.00184151,9,0.00357038
3,-0.00369987,10,0.00353195
3,0.000845267,11,0.00402614
3,-0.00176643,12,0.00371078
3,0.00297085,13,0.00322059
3,-0.00277188,14,0.00355463
3,-0.00393892,15,0.00580407
3,0.00610288,16,0.00725406
3,0.0056098,17,0.00513905
3,-0.00484251,18,0.00543462
3,0.00453938,19,0.00553894
3,0.000963091,20,0.00563886
3,0.00159745,21,0.00477465
3,-0.00144745,22,0.00410159
3,-0.00693102,23,0.00630405
3,-0.00109239,24,0.00629111
3,-0.000666877,25,0.00441482
3,-0.00342672,26,0.00666361
3,0.00336242,27,0.00722509
3,-0.000662916,28,0.00582105
3,-0.00155311,29,0.00747974
3,0.00292873,30,0.00796947
3,0.000194687,31,0.00794984
3,0.00515637,32,0.00706966
3,0.0053424,33,0.00719307
3,0.00829734,34,0.00379925
3,-0.00788289,35,0.00492438
3,0.00042577,36,0.00319348
3,0.000154391,37,0.003494
3,0.00476598,38,0.00278022
3,-0.00286182,39,0.00327342
3,-0.00181753,40,0.00282902
3,-8.24608e-05,41,0.00220339
3,0.00514525,42,0.00210896
3,-0.00211951,43,0.00200467
3,-0.00232414,44,0.0025192
3,-0.00693271,45,0.00180263
3,0.00409495,46,0.00186703
3,-0.0014904,47,0.00229062
3,-3.39198e-05,48,0.0023742
3,-0.00474057,49,0.0023356
3,-0.00458099,50,0.00257873
3,0.000878864,51,0.00205652
3,-0.00403737,52,0.00212715
3,-0.00181371,53,0.00190503
3,-0.000539113,54,0.00159278
3,-0.00144732,55,0.0021342
3,-0.00132165,56,0.0014258
3,-0.00270655,57,0.00254565
3,-0.00263853,58,0.00175097
3,-0.00234867,59,0.00207482
3,0.00131799,60,0.00261771
3,-0.00259058,61,0.00117984
3,-0.00167012,62,0.00161843
3,-0.00208877,63,0.00130354
3,-0.000865346,64,0.00127292
3,0.00252504,65,0.00155506
3,0.00561505,66,0.00214768
3,0.00105294,67,0.00234605
3,-6.99734e-05,68,0.00165623
3,0.00288919,69,0.00175021
3,4.8133e-05,70,0.00172348
3,0.000263364,71,0.00168725
3,0.00135323,72,0.00220568
3,0.000859673,73,0.00172791
3,-0.00159585,74,0.00179614
3,0.00129805,75,0.0025049
3,0.00153989,76,0.00259901
3,-0.00474045,77,0.00159971
3,0.000687431,78,0.00160417
3,0.00155286,79,0.00184115
3,0.000554846,80,0.00138586
3,-0.000592163,81,0.00193159
3,-0.000956169,82,0.00126256
3,0.00485828,83,0.0011887
3,-0.00112624,84,0.0016227
3,-0.00201884,85,0.00169117
3,-0.00296977,86,0.00142465
3,-0.00166672,87,0.00224005
3,-0.00191475,88,0.00167297
3,0.00148004,89,0.00098641
3,0.00164335,90,0.00182626
3,-0.00234622,91,0.00132109
3,0.000957315,92,0.000960217
3,-0.000259331,93,0.00120462
3,0.0042189,94,0.00166032
3,-0.00329574,95,0.00107108
3,0.000364531,96,0.00169109
3,-0.00449739,97,0.00128259
3,0.0013831,98,0.000856023
3,-0.000727278,99,0.00108091
3,0.000336235,100,0.00113138
4,0.00400767,0,0.00153172
4,-0.00033368,1,0.00107987
4,7.23467e-05,2,0.00134013
4,-0.00239333,3,0.000970274
4,0.00272812,4,0.00125776
4,0.000111167,5,0.00116869
4,-0.00121893,6,0.00101815
4,-0.00176134,7,0.00108947
4,-0.000216648,8,0.00110973
4,-0.00134816,9,0.000685703
4,0.00225942,10,0.00107395
4,0.0021993,11,0.0004471
4,0.00168074,12,0.000576954
4,0.00155458,13,0.000570819
4,-0.00288463,14,0.000739067
4,0.000999052,15,0.000558028
4,0.00110225,16,0.000928534
4,-0.00280504,17,0.000471497
4,0.00075529,18,0.000837642
4,0.00176533,19,0.000635227
4,-0.00147398,20,0.000776933
4,-0.00125896,21,0.000663647
4,-0.00217484,22,0.000410101
4,0.00219501,23,0.000626667
4,0.00146613,24,0.000516841
4,-0.00208245,25,0.000643633
4,0.002171,26,0.00078356
4,0.00243155,27,0.000381679
4,0.00098885,28,0.000697374
4,0.00154703,29,0.000649539
4,0.00296319,30,0.000676444
4,0.00132957,31,0.00051098
4,-0.00132786,32,0.000410747
4,0.000134596,33,0.000593556
4,0.0023625,34,0.000638307
4,0.0023285,35,0.000798371
4,-0.000157692,36,0.000475053
4,-0.00144181,37,0.000668287
4,0.00418847,38,0.000665576
4,0.00177804,39,0.000710694
4,-0.000823169,40,0.000450842
4,0.000125471,41,0.00048876
4,0.00144906,42,0.00071035
4,-0.00248311,43,0.00090122
4,0.000454672,44,0.000428509
4,-0.00133366,45,0.000770301
4,0.00298195,46,0.000539738
4,0.000748793,47,0.000452314
4,-0.000273336,48,0.000488288
4,0.000602756,49,0.000364915
4,0.000125592,50,0.000441316
4,-4.31285e-05,51,0.000569492
4,-0.000908691,52,0.000636315
4,0.00103982,53,0.000522891
4,0.00022636,54,0.00040443
4,0.000276149,55,0.000502355
4,0.00262848,56,0.000444832
4,0.000973784,57,0.000386517
4,0.000641193,58,0.000346162
4,-0.00292376,59,0.000420894
4,0.00222812,60,0.000449168
4,0.000450509,61,0.000330484
4,0.00108205,62,0.000212519
4,0.000569182,63,0.000428621
4,0.00177231,64,0.000436159
4,0.00106965,65,0.000365187
4,0.00143908,66,0.000235063
4,0.00268696,67,0.000501369
4,0.00057728,68,0.000374108
4,0.00130844,69,0.000442394
4,0.000972146,70,0.000198275
4,-1.40092e-05,71,0.000515121
4,-5.80127e-05,72,0.000381365
4,-0.000211702,73,0.000355502
4,0.00163265,74,0.000260804
4,0.0014265,75,0.000271593
4,0.000561826,76,0.000318966
4,0.000407293,77,0.000293086
4,0.000120226,78,0.000266903
4,0.00117828,79,0.000362574
4,0.00259162,80,0.000311561
4,0.00133686,81,0.00022343
4,0.000659207,82,0.000194617
4,0.000796825,83,0.000375758
4,0.000115646,84,0.000343566
4,-0.00126427,85,0.00030906
4,0.000802452,86,0.000216578
4,0.00117093,87,0.000197753
4,0.00277235,88,0.000349505
4,4.91188e-05,89,0.000191622
4,-0.00161271,90,0.000293298
4,0.000696739,91,0.00021414
4,-1.08806e-05,92,0.000155556
4,0.000348018,93,0.000298516
4,0.00101788,94,0.000237127
4,0.00111103,95,0.000282937
4,0.00144351,96,0.000329843
4,0.00163642,97,0.000350954
4,-0.000788653,98,0.000262203
4,0.000644794,99,0.000238914
4,-0.000408999,100,0.00027363
5,-0.000943846,0,0.000451825
5,0.00144073,1,0.000304698
5,7.9228e-05,2,0.00028412
5,0.000594957,3,0.00035005
5,0.00102658,4,0.000189349
5,-0.000773861,5,0.000267601
5,0.000210892,6,0.000233161
5,0.000123892,7,0.000243915
5,-0.000562153,8,0.000239133
5,0.00230014,9,0.000253135
5,0.00150429,10,0.000249478
5,0.00195739,11,0.0002756
5,-0.000827306,12,0.000218623
5,-0.00125269,13,0.000227469
5,0.00141789,14,0.000321433
5,0.00150327,15,0.000240016
5,0.00104582,16,0.000265903
5,0.000571915,17,0.0002531
5,0.000982169,18,0.000217464
5,0.00110375,19,0.000244189
5,0.000227546,20,0.000288789
5,-0.000284625,21,0.000337578
5,8.7931e-05,22,0.000318202
5,0.00033046,23,0.000205977
5,0.000592066,24,0.000199459
5,6.55295e-05,25,0.000216047
5,-0.000875518,26,0.000245462
5,-1.93843e-05,27,0.000260957
5,0.000135989,28,0.000256633
5,-0.000258221,29,0.00036517
5,0.000818848,30,0.000190956
5,-0.00108939,31,0.000157828
5,0.000200235,32,0.000232561
5,-0.000671102,33,0.000273658
5,0.000178194,34,0.00025678
5,0.00016035,35,0.000222722
5,0.0015234,36,0.000254003
5,0.000832505,37,0.00019757
5,-3.9312e-05,38,0.000313885
5,0.0011019,39,0.000238086
5,0.00169449,40,0.000247505
5,0.0006634,41,0.000220279
5,0.000833752,42,0.000223254
5,0.000719723,43,0.00019852
5,0.000853896,44,0.000287015
5,-0.0001392,45,0.000238026
5,0.000229385,46,0.000298279
5,2.05434e-05,47,0.000234689
5,0.00224469,48,0.000230024
5,0.00011995,49,0.000313296
5,-0.000475877,50,0.000235823
5,0.000447031,51,0.000187093
5,-3.61066e-06,52,0.000288975
5,-0.00225051,53,0.000207841
5,0.000211938,54,0.000194303
5,0.000806377,55,0.000253214
5,0.000712183,56,0.000270215
5,9.74232e-05,57,0.000177051
5,0.000438577,58,0.000384891
5,0.000724931,59,0.000245023
5,0.00135131,60,0.000304975
5,0.0008959,61,0.000196993
5,-0.000852124,62,0.000253892
5,0.00132093,63,0.00019775
5,-0.000516983,64,0.000354759
5,0.00173348,65,0.000266486
5,0.000314774,66,0.00020395
5,0.000275847,67,0.000217317
5,0.000737504,68,0.000215897
5,0.00103739,69,0.000315536
5,0.000933124,70,0.000213053
5,0.00242636,71,0.000237352
5,-0.000141574,72,0.000268055
5,0.00176069,73,0.000271073
5,-0.000897307,74,0.000213991
5,0.0012095,75,0.000184468
5,0.000543127,76,0.000235558
5,0.00184115,77,0.00022795
5,0.000554946,78,0.000280453
5,0.000904474,79,0.000201617
5,0.000881146,80,0.000279313
5,-0.000119569,81,0.000248173
5,0.00162649,82,0.000175853
5,-0.000689145,83,0.000273074
5,-0.00130835,84,0.000207399
5,0.00143687,85,0.000267981
5,-9.39555e-05,86,0.000323378
5,-0.000710593,87,0.000200778
5,0.00118788,88,0.000229844
5,0.000567924,89,0.000254474
5,0.00036658,90,0.000152806
5,0.00103651,91,0.000221965
5,0.00115069,92,0.000192192
5,0.00174347,93,0.000222082
5,0.000746249,94,0.000285423
5,0.000836766,95,0.000299188
5,8.5595e-05,96,0.000280914
5,0.000151237,97,0.000222169
5,0.00060676,98,0.000166563
5,-0.000313542,99,0.000286022
5,0.000758817,100,0.000247764
6,0.000513472,0,0.00017802
6,0.00057282,1,0.000242594
6,-0.000941816,2,0.000180261
6,-0.000776907,3,0.000237618
6,0.000337501,4,0.000296564
6,-0.000360394,5,0.000212287
6,0.00131262,6,0.00019069
6,-0.000579825,7,0.00026194
6,-0.00117455,8,0.000202923
6,-0.000143461,9,0.000189591
6,0.000292288,10,0.000226144
6,0.000518103,11,0.000206765
6,0.00163624,12,0.000130199
6,0.00155025,13,0.000258602
6,-0.00045039,14,0.000102854
6,0.000921928,15,0.0002336
6,0.000978804,16,0.000254122
6,0.00212842,17,0.000142679
6,-0.000494958,18,0.000159471
6,-0.000117167,19,0.000207078
6,-0.00106079,20,0.000209285
6,0.000361724,21,0.000141309
6,0.000440386,22,0.000182082
6,-0.00138843,23,0.000179042
6,0.000321167,24,0.000254015
6,0.00190346,25,0.00018124
6,0.00185374,26,0.000206178
6,-0.000640261,27,0.000182568
6,0.00233292,28,0.000259778
6,0.000662538,29,0.000150682
6,0.000531594,30,0.000193099
6,0.000368501,31,0.000231352
6,0.00159415,32,0.000133587
6,4.67191e-05,33,0.000153871
6,0.00135676,34,0.000152905
6,0.00125616,35,0.000203869
6,0.000129896,36,0.000226809
6,0.000700655,37,0.000206064
6,0.00102561,38,0.000224101
6,0.000873857,39,0.000181628
6,5.97793e-05,40,0.000177522
6,0.000412819,41,0.000180906
6,-0.000661759,42,0.000179368
6,0.000733386,43,0.00013195
6,0.000437998,44,0.000142086
6,0.00149135,45,0.000201965
6,0.00123818,46,0.000153047
6,0.00157671,47,0.000186984
6,0.00061764,48,0.000191847
6,0.00080621,49,0.00031053
6,0.00117485,50,0.000221559
6,-0.000831514,51,0.000218935
6,0.000167985,52,0.000162541
6,4.6606e-05,53,0.000184866
6,0.000255516,54,0.000202856
6,0.000272067,55,0.000137248
6,0.00105923,56,0.00013628
6,0.00118696,57,0.000169894
6,6.38485e-05,58,0.000213168
6,-0.00157307,59,0.000182442
6,0.000166699,60,0.000171812
6,0.00213981,61,0.000152856
6,0.00112644,62,0.000221928
6,0.000553169,63,0.000256756
6,0.000125798,64,0.00021864
6,-0.00159945,65,0.000174746
6,-7.01724e-06,66,0.000235759
6,0.000929043,67,0.000122134
6,0.00125336,68,0.000169449
6,-8.64162e-06,69,0.000163061
6,0.000839217,70,0.000173537
6,0.00094337,71,0.000188731
6,0.00102629,72,0.000190984
6,0.000239201,73,0.00017888
6,-0.000410757,74,0.000202868
6,0.00122879,75,0.000169471
6,0.00239424,76,0.000150674
6,0.000527388,77,0.0001761
6,0.00208065,78,0.000166575
6,-0.000186144,79,0.000239079
6,8.26753e-05,80,0.000189169
6,0.00206364,81,0.000160064
6,-0.001068,82,0.000142097
6,0.000840513,83,0.000188637
6,0.00167085,84,0.000116504
6,0.000368259,85,0.000191285
6,0.00164251,86,0.000174998
6,0.000145849,87,0.000147989
6,0.00136338,88,0.000227138
6,0.00072907,89,0.000167377
6,0.000232237,90,0.00021859
6,0.000272547,91,0.000203676
6,-0.000625974,92,0.000205387
6,-0.000444999,93,0.000187388
6,1.19673e-05,94,0.000228261
6,0.000268378,95,0.000160913
6,0.00111434,96,0.000122934
6,0.00126745,97,0.000210749
6,0.000993734,98,0.000169097
6,-0.000164689,99,0.000119409
6,0.000952121,100,0.000168825
7,0.000822843,0,0.000147893
7,0.00228965,1,0.00020725
7,0.000559594,2,0.00016846
7,-0.000515014,3,0.00019122
7,8.29817e-05,4,0.000222241
7,0.000774562,5,0.000186938
7,0.00012246,6,0.000262117
7,0.00116188,7,0.000137741
7,0.00151163,8,0.000168098
7,0.00128949,9,0.000219787
7,-0.000251329,10,9.49104e-05
7,0.00314184,11,0.000227341
7,-0.000833224,12,0.000234705
7,0.00140304,13,0.000147966
7,-0.000175077,14,0.000132266
7,-0.000901507,15,0.00014056
7,-0.000125315,16,0.000165385
7,-0.000380924,17,0.00014827
7,0.00176822,18,0.00021984
7,0.000409565,19,0.000199436
7,-0.00028071,20,0.000175223
7,0.000420872,21,0.000163275
7,-1.95147e-05,22,0.00020627
7,0.000233183,23,0.000183917
7,0.00105792,24,0.000158122
7,0.000753988,25,0.000176682
7,0.00142064,26,0.00017059
7,-0.000628458,27,0.00013979
7,0.00112679,28,0.000168976
7,0.00022306,29,0.000151929
7,-0.000279423,30,0.000142615
7,0.000272403,31,0.000175621
7,0.000389475,32,0.000129964
7,0.000146979,33,0.000228118
7,0.00155596,34,0.000181138
7,0.0011864,35,0.00021641
7,0.00156497,36,0.000184489
7,-0.00068252,37,0.000210878
7,0.000625202,38,0.00019314
7,0.00243735,39,0.000198478
7,-7.66972e-05,40,0.00017258
7,0.0017352,41,0.00019135
7,0.000600817,42,0.000175608
7,-0.000558294,43,0.000163869
7,0.00140576,44,0.000141738
7,0.000491808,45,0.000153316
7,0.000522181,46,0.000178887
7,6.29415e-05,47,0.000178417
7,-0.000452499,48,0.00022816
7,0.000807759,49,0.000201883
7,0.00124205,50,0.000130978
7,0.000296226,51,0.000219662
7,0.000758234,52,0.000243881
7,0.000530417,53,0.000232116
7,0.00171215,54,0.000174964
7,0.000408079,55,0.000212026
7,0.00128563,56,0.000160456
7,0.00193753,57,0.000360589
7,0.000683834,58,0.000225163
7,0.00178114,59,0.000154956
7,0.000256591,60,0.000186095
7,-4.06848e-05,61,0.000166326
7,0.000288674,62,0.000239044
7,0.00132784,63,0.00023826
7,0.000997978,64,0.000288642
7,0.00176973,65,0.000232721
7,0.00137743,66,0.000250387
7,0.00120445,67,0.000279376
7,0.000861118,68,0.000237254
7,-4.41881e-05,69,0.000163545
7,0.00104688,70,0.000297689
7,0.000822505,71,0.000190236
7,-0.000862544,72,0.000154677
7,-1.3881e-05,73,0.000184366
7,0.000652697,74,0.000194312
7,-0.000489045,75,0.000189786
7,0.00207938,76,0.000221858
7,0.000719857,77,0.000246911
7,0.00156554,78,0.000238931
7,-0.000283881,79,0.000241785
7,-0.001075,80,0.000279876
7,8.84197e-05,81,0.000277787
7,0.000414031,82,0.000169909
7,-0.00100695,83,0.000227744
7,-0.000149816,84,0.000217377
7,0.000998879,85,0.000221399
7,0.0020262,86,0.000261263
7,-0.000538599,87,0.000197806
7,0.00170144,88,0.000233841
7,-0.000360943,89,0.000191026
7,0.000523044,90,0.00018578
7,0.000424577,91,0.000218972
7,0.000899093,92,0.000328366
7,0.000695174,93,0.000211032
7,-0.00148643,94,0.000216094
7,0.00122149,95,0.000313445
7,0.000315928,96,0.000243497
7,0.00162878,97,0.000198822
7,0.00210862,98,0.000241065
7,0.000505624,99,0.000162979
7,-0.000453745,100,0.000223287
8,-0.000166561,0,0.000254102
8,-0.000156439,1,0.000251327
8,0.00259409,2,0.000265921
8,0.00143142,3,0.000196769
8,0.000987889,4,0.000244723
8,-7.1556e-05,5,0.000259803
8,0.00038627,6,0.000298535
8,0.00060254,7,0.000241487
8,-0.000551723,8,0.000274912
8,-0.000705507,9,0.000208758
8,0.00120276,10,0.000285768
8,0.000467888,11,0.000232995
8,0.000913005,12,0.000331553
8,0.00136494,13,0.000211502
8,0.000657266,14,0.000254387
8,-0.000901913,15,0.000261683
8,-0.000627059,16,0.00026453
8,0.00119497,17,0.0003452
8,-0.000896053,18,0.000270194
8,-0.000664719,19,0.000223125
8,0.00111857,20,0.000210339
8,0.00139139,21,0.000292934
8,0.000999759,22,0.000400856
8,-0.00159852,23,0.000230565
8,3.18008e-05,24,0.000254883
8,0.000853241,25,0.000315105
8,0.00159448,26,0.000310532
8,0.000808529,27,0.000355859
8,0.00148481,28,0.000233678
8,0.000170998,29,0.000364642
8,0.0015889,30,0.000306738
8,-0.000229872,31,0.000327301
8,0.000280483,32,0.000169829
8,0.000708408,33,0.000278632
8,0.00162271,34,0.000289819
8,-0.000135347,35,0.000269389
8,-0.0012828,36,0.00031519
8,0.00090476,37,0.000322033
8,-0.000296073,38,0.000286627
8,-0.000220318,39,0.000299234
8,0.000817584,40,0.00037345
8,0.0017352,41,0.000300711
8,0.00272501,42,0.000526642
8,0.000260984,43,0.000502778
